P,S
그런데 나와 맞지 않는 학과 같아 너무 후회스러워.,진로에 대해 후회를 하고 계시는군요.
자다가 눈을 못 뜨면 가는 거야.,무슨 일이 있으셨던 건가요?
너무 오래 한 직장에서 일했더니 요즘은 오히려 감을 잃은 것 같아.,감을 잃으신 것 같아 힘드시겠어요.
그래서 기분도 우울하고 좀 그래.,정말 기분이 우울하시겠어요.
병은 없는데 점점 기력이 떨어지는것 같아서 기가 죽고 죽음이 두려워져.,최근들어 건강 변화를 느끼셨나봐요.
평생 일을 했는데 돈이 없는 걸 보니 내 인생에 환멸을 느껴져.,일한 세월에 환멸을 느끼시는군요.
나이도 곧 일흔이고 여기저기 아픈 와중에 자식들까지 날 버리다니.,병원에서는 뭐라고 하나요?
나에겐 위로가 되지 않아.,그 기분 조금은 이해 돼요.
점점 자신감도 떨어지고 행복한 결혼생활에 대한 확신도 없어져.,낮아진 자존감을 높이기 위해 어떻게 해야 할까요?
결혼 전에 자유롭게 누군가를 만날 수도 있고 시간 제약이 없었는데 지금은 그런 게 없지.,결혼 후 삶에서 만족스러운 부분은 없으신가요? 
차라리 불구자 처럼 아픈 데가 확실히 드러나면 모르겠는데 여기도 골골 저기도 골골 참 건강이란 게 중요하네.,그럼요 세끼 잘 챙겨 드시고 우선 마음을 편하게 가지세요.
매일매일 전화나 문자로 이런저런 이야기를 하면서 꼬투리를 잡아 핀잔을 주셔.,어떻게 해야 이 상황을 해결 할 수 있을까요?
내가 몸이 안 좋은데 배려를 안 하는 거 같아.,몸이 안 좋은데 배려받지 못해 속상하시군요.
이전 회사에서 열심히 했는데 연봉에 큰 도움이 안되네.,이런 상황에선 어떻게 하는게 좋을까요?
어떻게 준비해야 할 지도 막막해.,너무 급하게 생각하시지 마시고 차근차근 준비하시면 됩니다.
부모님 간의 갈등이 쉽사리 지워지지 않는 건 알지만 너무 마음이 아파.,그렇다면 이번에는 편지와 함께 도시락을 싸 가는 건 어때요?
사람들이 조심해서 코로나가 빨리 없어졌으면 좋겠어.,저도 동감해요.
가족들과 대화를 별로 하지 않는데 다 같이 대화를 한다면 서로의 마음을 조금이라도 이해할 수 있을 것 같아.,그렇게 하기 위해서 본인이 할 수 있는 일이 있을까요?
얼마 전에 부서를 옮겼는데 다들 친한 동료가 없으니 업무가 많을 때 도와주는 사람도 없고 스트레스야.,도움을 요청할 분이 없으셔서 스트레스를 받으시는군요.
그건 아닌데 체력이 너무 떨어져.,체력을 키우는 노력은 하시고 계세요?
스트레스가 심해 이러다 내 몸이 망가질까 봐 슬퍼요.,이 문제에 대해 함께 의논할 수 있는 사람이 있을까요?
정말 말도 안되는 일을 하겠다고 하는거야.,많이 속상하시겠어요.
막상 돈은 모았는데 쓸 줄을 모르는 거 같아.,당신만을 위해 쓸 수 있는 건 어떤 걸까요?
걔네들의 그런 행동 때문에 선생님이 내 말을 믿지도 않아.,어떻게 해야 선생님을 당신 편으로 돌릴 수 있을까요?
병원에 다녀왔는대 내가 질환이 생겼다고 해.,하루빨리 병을 치료가 되시길 바래요.
그때는 명품이고 뭐고 사고 싶은대로 샀는데 후회돼.,젊은 날의 소비를 후회하고 계시는군요.
내가 진짜 뭘 하고 싶어 하는 건지 모르겠어.,많이 고민 되시겠어요.
그러게 왜 나쁜 걸 알면서도 못 끊었을까?,이 상황을 극복하기 위해 어떤 것을 할 수 있을까요?
힘들게 이야기를 했는데 그런 반응을 보이니 엄마에게 실망했어.,엄마의 반응이 생각과 달라서 실망하셨군요.
너무 힘들 것이 많아서 때로는 포기하고 싶어져.,그런 상황을 극복할 방법에는 무엇이 있을까요?
내 생일이었는데 식구들이 모두 잊어버리고 출근을 해 버리더라고.,가족들이 생일을 챙겨주지 않아 속상하셨군요.
좋으면서도 죽을 때가 되면 두렵고 환멸이 느껴져.,두려움과 환멸을 느끼는 마음을 어떻게 다스릴 수 있을까요?
내가 평소에 흥미가 있는 것을 배울 수 있는 학교를 선택했어.,최선의 선택을 현명하게 하셨네요.
예비신랑이랑 같이 살 집을 알아보는데 도저히 예산에 맞는 집이 없어서 허탈했어. ,예산에 맞는 집을 찾기 힘들어서 정말 허탈하셨겠어요. 
결혼 전에는 다 해줄 것처럼 말해놓고 결혼하고 나니까 아주 집안일은 손도 안 대려고 해.,남편분과 이야기는 해 보셨나요?
특별히 병이 있거나 수술을 하거나 하지는 않았지만 체력도 떨어지고 여기 저기 몸도 쑤시고 아침에는 일어나기도 힘들고 건강 상태가 좋지 않은 건 확실 한 것 같아.,피로의 축적으로 몸에 이상이 있으시군요.
친구에게 환멸을 느꼈어.,그 상항을 해결할 방법은 무엇이 있을까요?
밤에는 연락하지 말아 달라고 말씀드리고 싶은데 어떻게 해야 할지 모르겠어.,과장님께 어떻게 말씀을 드리면 좋을까요?
얼마나 살 거라고 이렇게 힘들게 살아야해?,운동하시면 오래 사시고 좋죠.
학교에서 수업을 하는데 문제가 전혀 안 읽히더라고.,그래서 눈물이 나신건가요?
원래 내 예상은 사백오십 점이었는데 최종으로 사백십 점이 나왔어.,기대한 점수랑 차이가 크게 나서 기분이 좋지 않으시군요.
먼저 만나서 오해를 풀려고 했는데 친구가 거절해서 나도 더 이상 신경 쓰지 않고 지내려고 해.,친구가 만남을 거절해서 더 이상 신경 쓰지 않고 지내려고 하는군요. 
앞으로 결혼을 못 하는 건 아닐까 걱정되어서 눈물이 나.,결혼에 대해 불안을 느끼시는군요.
나도 친구들과 대화를 하고 싶은데 잘 아는 이야기가 하나도 없어.,친구들은 주로 이야기하는 분야 중에 조금이라도 관심 있는 분야가 있나요?
아무 준비도 없이 노후를 맞이할 려니 답이 안 보여서.,노후 준비로 많이 걱정되시나 봐요.
그런데 다시 생각해보니까 그 친구에게 너무 미안해서 미안하다고 전하고 싶어.,어떻게 미안하다고 전하고 싶으신가요?
결혼  비용과 출산 양육하는 데 드는 비용을 생각하다 보면 점점 더 염세적인 마음이 들어.,경제적인 측면 때문에 부정적이고 힘든 마음이 생기셨나 보네요.
가을이 되어서 계절이 바뀌니 몸이 조금 무거워진 것 같아.,계절이 변하면 몸에 변화가 있을 수 있군요.
가족들이 다시 활기를 찾으면 좋겠어.,가족들이 활기를 찾기 위해선 무엇을 할 수 있을까요?
그래도 내 자식은 아닐줄 알았는데 막상 이렇게 되고 보니 하루 종일 슬프기만해.,어떻게 해야 이 슬픔에서 벗어날 수 있을까요?
이제 술이라면 지긋지긋 해.,정말 다행이네요.
이번에는 정말 될 줄 알았는데 너무 우울해.,열심히 준비한 거라 좋은 결과를 기대했을 텐데요.
항상 돈문제로 이러는게 이젠 정말 환멸이나.,어떻게 하면 돈을 더 모을 수 있다고 생각하세요?
감사는 둘째치더라도 부족하다고 불평이나하지 않았으면 좋겠네.,자꾸 남들과 비교해서 부족한 것에만 불만을 표시하면 더 힘드시겠어요.
개인연금을 새로 들어 볼까?,좋은 생각이신거 같아요.
내 편이 없는 것 같아.,뭘 하고 싶으세요?
행복했던 시간들이 있긴 있었나 하는 생각이 드네.,우울해지면 행복한 것들은 잊어버리게 되는군요.
다시 예전처럼 관계가 좋아졌으면 좋겠어.,주변에 도움을 줄 친구나 다른 사람은 없을까요?
나는 미리 은퇴 준비를 해두지 못했거든.,준비가 안 돼 걱정이시군요.
공부해도 성적은 안오르니까 더 하기 싫어.,기대만큼 성적이 안 올라서 속상하신거 같아요.
지금이라도 내 적성에 맞게 진로를 변경하고 싶네.,앞으로의 미래를 위해서 갈등하시고 계시는군요.
돈이 너무 없어.,돈에 대한 고민이 많으시겠어요.
젊었을 때 건강 관리 제대로 하는건데 곧 죽을 나이가 다가오니 후회가 되네.,앞으로의 계획은 무엇인가요?
왜 나만 계속 실패하는 건지 모르겠어서 속상해.,이런 문제를 해결하기 위해서는 어떤 노력을 해야 할까요?
마지막까지 좀 참아야 했는데 참지를 못했네!,상사와 마찰 후 업무를 진행하시는 데 어려움이 있으시군요!
그럴 생각이 아니었는데 아내가 나를 자꾸 자극하는 바람에 내가 자제력을 잃었던 게 후회스러워.,지금의 상황을 변화시키기 위해서 아내분과 함께 해볼 만한 것이 있을까요?
손주 장난감 사줄 돈도 없어서 괜히 우울해.,정말 우울하시겠어요.
언니들은 집안일 안시키고 맨날 나만 시켜!,많이 힘드시겠어요.
업무량은 비슷한데 속도가 예전처럼 빠르지 못한 것 같아.,예전처럼 업무를 처리하지 못한다고 생각하시는군요.
더 좋은 남편을 만날 수도 있었겠다는 생각이 들어.,현재 결혼 생활에서의 불만족스러운 부분이 있으신가요?
그래 남은 날들이라도 가족들이랑 잘 보내야겠어.,모든 일이 잘되길 빌께요!
 할머니는 어릴 때부터 나랑 같이 살아서 나를 키워 준 사람인데 아직 효도도 못했는데 돌아가시다니. ,할머니께서 어릴 적부터 키워주셔서 더 할머니의 죽음이 비통한 것 같아요.
다들 서로한테 관심이 없어.,얘기는 잘 안 하나요?
매일같이 괴롭힘을 당해.,항상 응원할게요.
여러 번 낙방하다 보니까 지치는 것 같네.,이럴 때 기분을 좀 낫게 할 수 있는 방법이 있을까요?
이해도 안 되고 남편이 실망스러워.,그럼 어떻게 해야 할까요?
사소한 문제였지만 감정이 앞서서 심한 말을 했어.,친구에게 미안한 마음이 크신 것 같아요.
많은 추억이 담겨있는 장소를 더 이상 다닐 수 없다는 사실이 많이 슬퍼.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?
나이든 노부를 모시는 건 쉽지 않겠지만 그래도 꺼리는 모습을 보니 좀 실망스럽네.,지금의 상황을 변화시키기 위해서 해볼 수 있는 일이 무엇일까요?
건강을 지키는데 열심히 한다고 하는데 요즘 몸이 안 좋아져서 너무 실망스러운 것 같아.,건강이 나빠지셔서 실망하셨군요.
젊었을 때 건강관리 좀 할걸.,건강문제로 걱정이 있으신가 봐요.
몸이 마비된거 같아 숨쉬기도 힘들어.,응급실에 가셔야할거 같아요 구조대를 불러드릴까요?
아마 후내년쯤 할 것 같아.,준비는 좀 해두셨어요?
예전에는 다이어트하면 바로 효과가  났는데 도저히 안빠져 괴로워.,다이어트가 안되서 건강이 걱정되지요?
사과 하길래 한 번 더 기회를 주려고.,잘 해결되기를 기도할께요.
어렸을 때 대화를 많이 할 걸.,고민이 많으시겠네요.
나랑 얼마나 친했는데 이럴 수가 있지?,어떻게 하면 다시 사이를 극복 할 수 있을까요?
은행 대출 이자가 부담이라 올해 목돈 마련되면 사려고 했는데 이젠 집값이 너무 올라 엄두가 안 나거든.,올해 상황이 달라져서 후회되시겠어요.
그동안 일만 열심히 해 와서 도대체 뭘 어떻게 준비해야 할지 전혀 모르겠어.,하시는 일에 집중해 오셔서 다른 분야에 대한 정보는 잘 모르시겠다는 말씀인가요?
회사의 명성이 실추되지 않도록 어디에도 알리지 말란다.,회사의 명성을 우선시하는 태도에 실망하신 것 같네요.
합격 발표를 조회하고 펑펑 울었어.,지금 무엇을 하고 싶으세요?
학교를 다니는 의미가 없는 것 같아서 그만두는 게 나을 것 같아.,이 상황을 해결하려면 어떻게 해야 할까요?
나까지 감정적으로 이야기하면 싸움이 더 커지거든.,싸우지 않기 위해서 그러시는거군요?
퇴사하고 싶지 않은데 어떡하지?,조금 더 나은 모습을 보여주는 것은 어떨까요?
내 나이에 돈을 모으기 시작해 봤자 쓸 데가 어디 있겠어.,만약 돈을 버신다면 쓰고 싶은 곳이 있으세요?
험담과 쓴소리 앞에서 나설 수가 없어.,아픈 말을 들으셔서 마비되셨군요.
예순이 넘으니 만사가 귀찮네.,건강은 어떠세요?
부모 면담이 이뤄지지 않았다고 학교 특별반 구성원에서 제외되었어.,너무 슬프겠지만 조금씩이라도 힘내시면 좋겠어요.
성적이 떨어진 것만으로도 우울한데 집에 가면 엄마한테 혼날 생각에 더 슬퍼지는 것 같아.,우울할 때 기분전환을 할 수 있는 취미가 있으신가요?
아내가 지병이 있었는데 내가 걱정할까 봐 나한테 숨겼나 봐.,사용자님이 걱정할까 봐 아내분이 병을 숨긴 걸 알게 되셨군요.
그땐 몰랐는데 건강을 챙겼어야 했어.,지금 건강을 지키려면 어떤 방법들이 있을까요?
은퇴하고 힘들게 얻은 직장이지만 만성 질환이 악화돼서 더 이상 일을 할 수가 없어.,힘들게 얻은 직장을 그만두게 돼서 마음이 안 좋으시겠군요.
난 개인적으로 지금같은 대학생친구들은 어차피 졸업하면 안볼거라서 그런거였어.,대학생 친구말고 다른 친구들은 오래 보실건가요?
성과가 날 때까지 야근도 불사할 생각이야.,노력을 응원하고 있을게요.
그 날 따라 괜히 가고 싶지 않더라고,가고 싶지 않을 때가 있기는 하죠 같이 간 형은 용돈을 많이 받아왔군요
왜 여자친구한테 헤어지자고 했지?,많이 마음이 안좋으시겠어요.
이제까지 뭐를 했는데 무의미한 것 같아.,주변에 이런 이야기를 같이 나눌 사람이 있을까요?
그까짓  근무중 인슈린 놓는것으로 그만두라니 슬퍼져.,네 근무에 많이 지장도 되지 않을 것같은데요?
어머니한테는 항상 금연을 했다고 거짓말치고 밖에서는 아무렇지 않게 담배를 피시더라고.,그건 확실히 아버지께 실망을 느끼실만한 일이네요.
정말 오래 다니고 싶었지만 건강상의 이유로 이제는 일을 그만둬야 해서 눈물이 난다.,어떻게 하면 지금 기분이 나아질 수 있을까요?
골프선수만을 바라보던 애라서 이제는 무엇을 할 수 있을지 모르겠네.,이 문제를 해결하기 위해 무엇을 할 수 있을까요?
하지만 가끔 너무 쓸쓸해.,아무리 강한 사람도 힘들 때는 의지할 사람이 필요해요.
응 딸이 많은 준비를 하고 계속해서 도전하고 있는데 이번 국가고시에서도 두 번째 고배를 마셨거든.,자녀분이 국가고시에 두 번째로 불합격하셔서 정말 상심이 크시겠어요.
뭘 어떻게 해야 할 지 아무것도 모르겠어.,새로운 곳으로 이직할 생각이 있으신가요?
이제껏 둿바라지한다고 했는데 고마움을 모르는 것 같아.,남편이 마음을 몰라주는군요.
주말에는 연락안했으면 좋겠어 피곤해,주말은 나만의 시간입니다. 매번 도와줄수 없음을 얘기하세요
나도 이제 늙고 병들어서 곧 죽을 것 같아.,잘 이겨내실거라 믿어요.
데이트 비용도 많이 안 들고 시시콜콜 간섭을 안 하는 여자를 만나기 너무 힘들어.,지금의 기분에서 벗어나기 위해서 해볼 수 있는 것이 무엇이 있을까요?
그래 기약할 수 없으니 더 막막하고 답답해.,결혼식을 한다고 해도 신혼여행도 마음껏 가실 수 없어 여행지 정하기도 힘드시겠어요.
나름 바쁘게 사느라 나 자신만 챙기느라 아내와의 약속을 소중하게 생각하지 못한 부분이 후회가 돼.,앞으로 어떻게 하셔야 아내와의 신뢰를 되찾을 수 있을까요?
앞으로 건강이 안 좋아질 수도 있는데 너무 노후 대책을 준비하지 않는 것 같아.,노후 대책이 없는 남편 때문에 기분이 나빴나 보네요.
나라빚도 늘고 경제도 안좋은거 같아.,경제 사정이 좋지 않아 걱정이시군요.
몰라 어느 순간 밥 먹을때도 대화가 없고 외출할 때도 인사도 안해.,가족과 소통이 없어 속상하시겠어요.
체중도 다소 과체중이고 고지혈증이나 혈압 조심해야 한대. ,건강검진으로 몸의 문제를 알게되어 다행이군요.
오늘 동생분하고 싸워셨군요 괜찮으세요?,안 괜찮은 거 같아 동생하고 화해할 수 있을까?
얼마 하지도 않았는데 나이든것 같아서 우울해.,건강을 위해서 꾸준히 운동해 보세요.
업무가 너무 많아.,제 도움이 필요하면 언제든 말해주세요.
질환을 치료할 돈을 빼고 저축을 더 해야겠어.,그거 좋은 방법 같아요.
다친 데는 없는데 병원에 가보니 저혈압이래.,그래도 다치신 데가 없다니 다행이네요.
은행 전산이 마비더라고.,많이 기다리셨겠네요?
어떻게 하면 기분 안 나쁘게 거절하지?,기분 안 나쁘게 거절할 수 있는 방법이 뭐가 있을까요?
그냥 슬픈 것을 넘어서 내 운명이 왜 이럴까 화도 나고 너무 슬퍼서 주체가 안돼. ,남편 분께서 어떤 위로의 말을 전해주셨나요?
갈수록 더 심해지는거 같아.,쉬면서 일 하세요.
내 교과서를 집어 던지고 의자를 발로 차버렸어.,예전에도 그런 일이 있었나요?
내가 부모님을 모신 것처럼 나를 돌봐줄 자식이 없으니 걱정이 많아.,문제 해결에 도움을 줄 수 있는 다른 방안은 없을까요?
내가 이미 여러 번 선생님께 말씀드렸지만 별다른 효과 없었거든.,어른들이 전혀 도움을 주지 않고 너무하네요.
그래도 무조건 적금부터 부어야하는데 생각이 없어.,지금 상황을 어떻게 변화시키면 좋을까요?
자식들한테도 오를 주식이라고 큰소리를 쳤는데 어떡하지?,이 상황을 해결할 방법에는 무엇이 있을까요?
입사할 때부터 일을 가르쳐 주셨던 분인데 이제 혼자 일을 해 나가야 한다고 생각하니 막막해.,입사할 때부터 함께 하신 분이라 더 슬프신 것 같네요.
그냥 주변 사람들한테 상담을 받거나 울어버려.,울거나 상담을 받아서 슬픈 마음을 덜어내시는군요.
하루도 안 빠지고 약을 먹어야 하는 내 삶이 우울해.,약을 계속 먹어야 해서 우울하시군요.
노후 생활에 대한 두려움은 커져만 가고 돈을 어디다 써야 할지 제대로 몰라.,그것들을 해결할 실질적인 방법은 어떤 게 있을까요? 
지금이라도 관리 잘하면 좋아질 수 있을지 걱정이야.,관리를 어떻게 하면 좋을까요?
항상 걱정하고 모든 일을 부정적으로 보는 거 같아.,그런 남편과 함께 사시기 어떠신가요?
어차피 죽으면 끝인데 죽어라 돈만 모아서 뭐하냐고.,그런쪽으로는 염세적인 편이신가봐요?
와이프 행동에 너무 실망스러워서 별거를 하는 중이야.,와이프 분 행동에 실망을 많이 느끼셨나 봐요.
노인네라 일을 하기도 어렵고.,무슨 일이 있나요?
나도 정말 열심히 하고 있는데 좋은 대학 출신 친구들만 예뻐하는 것 같아서 그런 현실이 싫어.,이럴 때 어떻게 하면 기분이 나아지실까요?
힘들 때 연락할 친구가 한 명도 없어.,친구들에게 먼저 연락해 보셨나요?
나이도 육십이 넘었는데 몸도 아프네.,어떤 질환을 갖고 계세요?
배려란 없고 다들 이기적으로 살더라고.,서로 돕지 않고 살고 있나요?
너무 충격적이었어.,머리가 마비된 기분인가봐요.
암은 사람을 가리지 않고 나봐.,충격을 많이 받으셨군요.
남은 사람에게라도 잘 해야겠어.,좋은 생각이예요.
돈이라도 좀 모아놨으면 마음이 나아질 거 같은데 앞으로 어떻게 살지 막막해.,이러한 상황엔 어떻게 하면 마음이 좀 나아질까요?
이럴 줄 알았으면 괜히 결혼했어. 내가 정말 왜 결혼했는지 모르겠어,현재 상황에 마음이 아주 힘드신 것 같아요.
남은 인생을 뭐하고 살아야 할지 막막하고 우울해.,어떻게 하면 지금 기분에서 나아질 수 있을까요?
요즘 들어 같은 일을 해도 많이 피곤하고 힘든 게 체력이 부족한 것 같아.,같은 일을 해도 더 많이 피곤하시면 걱정되시겠어요.
친구도 여기저기 아프지 않은 곳이 없다며 우리 나이는 아픈 것이 정상이라네.,나이 때문에 아픈 것이 슬픈 것 같아요.
늙어서 그런가봐.,제 도움이 필요하면 언제든 말해주세요.
이럴 거면 차라리 퇴사하라고 말해주는 게 나을 것 같아.,퇴사를 권한다면 어떻게 하실 건가요?
내가 뭔가 잘못된 생각을 했었나 봐.,그런 상황을 어떻게 하면 변화시킬 수 있을까요?
거의 다 와서 될 거로 생각했는데 마지막에 떨어져서 더 아깝네.,마지막에 떨어진 거라 더 속상하겠어요.
그래도 올거라고 생각했던 사람들조차 오지않았어.,축하스런 일인데 더 많이 와서 축하해줬으면 좋았을거에요.
글쎄 아직 잘 모르겠어.,아직 일어나지 않은 일이니 잘 모르실 것 같아요.
어떻하면 좋을까? 정말 힘들다,뭐라 위로를 해야 할지 모르겠다 .야 나를 보고 위로를 받아라
아직 자식들도 취직을 못 해서 돈을 계속 벌어야 하는데 인생이 왜이런지 모르겠네.,정년퇴직이 다가오니 노후 대책이 걱정되는군요.
지난번보다 두배가량 떨어졌어.,많이 속상하겠어요.
오랜 회사생활을 하다 보니 단점이 많이 느껴져,돈을 버는건 아주 힘든일이죠 마음고생이 심하시군요
그렇다면 다행인데 뭐 표현을 하거나 건강보조식품 하나라도 사다주면 내가 이런 말을 하겠냐는거지.,이번 어버이날에 무슨 선물 받으셨었는데요?
아픈 곳은 없지만 나이가 들어 돈 벌 데가 없어.,그럼 아무것도 할 게 없군요.
내가 능력이 안되나봐.,능력이 안되시나보군요.
이 나이 먹도록 이런 상황에 전화할 사람이 없는 내 자신이 너무하네.,많이 낙담하셨군요.
너무 속상하고 나 자신에게 실망스러워.,현재 기분이 나지려면 어떻게 해야 할까요?
아기가 싫거나 미워서 그런 게 아닌데 아기한테도 미안해.,아기한테도 죄책감이 느껴져서 힘드실 것 같아요.
어떻게든 빨리 끝내고 구내식당에 갔는데 식당이 끝났었어.,업무는 무사히 마치셨나요?
더 이상의 교류도 없고 친구끼리 연락도 하지 않아.,그런 상태를 말하는 것이군요.
이대로면 앞으로 관리하는 것도 소용이 없을 것만 같아서 더 우울해.,앞으로는 같은 상황이 일어날 때 어떻게 행동하실 건가요?
어쩔 수 없는 상황이라 절망적이야.,이 상황을 어떻게 헤쳐 나갈 수 있나요?
박 과장이 승진에 제외될 리가 없는데 뭔가 착오가 있었던 게 분명해.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?
너무 힘들어 잘 살고 싶은데 돈을 벌기가 힘들어,요즘 누구나 돈벌기가 힘들지요. 집주인에게 다시 한번 부탁해보는게 어떨까요
사 놓고 며칠 안 썼는데도 금방 망가지니 실망감이 더 컸지.,지금 상황에서 무엇을 하면 나은 방향으로 변화시킬 수 있을까요?
매출도 없고 코로나 일구가 겁도 나고.,그럼 정말 그만두실 계획이신건가요?
동생이 잘못했네요.,내일 따끔하게 혼내줘야겠어.
내일 학교 선생님과 상담을 해봐야겠어.,좋은 결과를 얻으시길 바랄게요.
찾아오는 사람도 없으니 세상에 재미도 없어.,사는데 재미가 없으시군요.
그런데 직장 상사는 명문대 직원들만 선호해,우리 사회에서 학벌은 큰 차별요소죠.
아직 경험해보는게 낫다 생각해.,제 도움이 필요하면 언제든 말해주세요.
힘든 딸에게 아무것도 해주지 못해서 너무 슬퍼.,어떻게 하면 조금이라도 딸에게 힘을 줄 수 있을까요?
계획하고 준비해왔던 것들이 다 무너져내려서 어떻게 해야할지 모르겠어.,그래도 하나 하나 잘 해결해 나가면 분명 잘 준비할 수 있을거예요.
아직 은퇴 하기에는 젊은 나이니까 미래가 걱정되고.,은퇴 후의 계획을 세우다 보면 좋은 방법이 있지 않을까요?
다들 무관심하게 지내다보니 감정이 마비된 것 같아.,제 도움이 필요하면 언제든 말해주세요.
나이 먹으니 특별히 아픈 곳이 없어도 컨디션이 안 좋아.,어떻게 하면 우울한 기분을 풀 수 있을까요?
화가 난 원인이 짐작이 가시나요?,전혀 갈피를 못 잡겠어서 더 불안한 상황이야.
그저 나 하나 바라보는 가족들을 위해서 열심히 해왔다고 자부하고 있지만 극복하기가 쉽지 않네.,열심히 하셨지만 많이 지치신 것 같아요.
나도 지출이 큰 건 아는데 그래도 삶의 낙인데 이해를 못해주니 아내한테 섭섭해.,아내 분이 이해해주시려면 어떻게 해야 할까요?
매일 싸우더니 이젠 이혼한대.,상심이 크시겠어요.
잃은 돈은 잃은 돈이니 마음에서 떠내려 보내야 하는데 그게 쉬운 일이 아닌 것 같아.,그렇게 해내려면 어떤 방법이 가장 도움이 될까요?
학교에서 따돌림을 당하고 있어.,상심이 크시겠어요.
내가 좀 참을 걸 많이 후회돼.,지금 동생에게 해줄 수 있는 일이 어떤 게 있을까요?
열심히 하고 싶은데 친구만큼 못 따라갈까 봐 걱정이야.,그럴 땐 어떤 방법이 좋을까요?
정말이지 자영업자들을 다 죽이는 정책이지 뭐야.,자영업자에게 힘이 되지 못하는 정책이 무척 불만스러우신 것 같네요.
삼 년 남았대. 비통하고 하늘이 무너진 것 같아,그런 커다란 충격을 어찌 다 감당해내시는지 놀랍습니다
아무래도 보이스피싱을 당한 것 같아. ,정말 놀라셨겠어요.
내가 일을 잘 해내지 못해서 그런가 봐.,예전에 이런 일이 있을 때 어떻게 대처하셨어요?
앞으로 복권을 살 돈으로 차라리 적금을 넣어야겠어.,복권을 사는 대신 적금을 넣기로 했군요.
이번엔 정말 열심히 했는데.,노력한 만큼 결과가 나오지 않아서 속상하시군요.
내가 오래 다닌 직장이라 정도 많이 가는데 요즘 업무가 너무 많아.,업무량 때문에 힘드신건가요?
코로나 바이러스가 빨리 끝낫으면 좋겠어.,회사가 문을 닫게 되었으니 자택근무를 하는 건 어떨까요?
아무 일도 하기 싫고 더 깊게 생각하게 되고 살기 싫어.,깊은 생각에서 벗어나기 위해선 어떻게 하는 게 좋을까요?
우리 아들이 결혼한건 정말 기쁘고 행복하지만 생활비가 부족해서 앞날이 캄캄해.,어떻게 하면 지금의 상황에서 벗어날 수 있을까요?
성적이 낮아서 원하는곳에 가지를 못할거 같아.,언젠가는 꼭 가실수 있을거라고 믿어요.
시대가 변해서 돈의 가치가 떨어져서 다시는 저금하지 않을 거야.,꼭 저금만이 좋은 노후준비라고 할 수 없죠.
아무도 나에게 신경 써주지 않아.,이럴 때 어떻게 대처하나요?
내가 힘이 되어주고 싶어.,생각 중인 방법이 있으신가요?
다들 명품 자랑하기 바빠.,명품 자랑하는 친구들을 보니 기분이 별로 좋지 않으시군요.
지금 어머니는 밥도 안하시고 아버지도 말도 없으시고 완전 집이 마비된거 같어.,많이 힘드시겠네요 또 제가 필요하실때 불러주세요.
아빠도 아마 엄마랑 같이 살기 힘들었을거야,아빠도 엄마랑 살기 힘들었을 거라고 생각하면 아빠랑 이야기해보는 건 어떨까요?
믿었던 친구가 사기를 치고 도망쳤어.,저런 경찰서에 의뢰는 하셨나요?
취업이 안되서 힘드신가봐요.,안되는 정도가 아니라 구역질이 나고 역겨워.
내가 강아지를 정말 좋아하고 잘 키울 자신이 있다는 것을 보여드려야겠어.,강아지를 잘 키울 수 있다는 자신이 있다는 것을 보여주면 허락을 받을 수 있죠.
그냥 사소한 말다툼이었어.,이럴 때 기분을 좋아지게 할 방법이 있을까요?
또한 집안 경제 사정도 어려워서 더욱더 괴롭다.,건강도 안 좋은데 경제 사정도 어려워서 매우 힘드신 거로 들려요.
나는 왜 이렇게 병이 많은지 슬퍼.,병이 많으시군요.
난 내 동생이 너무 싫어.,동생분이 싫으신 이유가 따로 있으신가 봐요.
직장 내에서 유독 나를 어려워하는 사원이 있는데 그 이유를 잘 모르겠어.,업무적인 관계에서 무슨 일이 있으셨던 건 아니세요?
건강검진을 했는데 결과가 나왔는데 실망했지 뭐.,정말 속상하실 것 같아요.
평소에 장이 안 좋아서 검사하려고 병원에 갔더니 위암이라고 하더라고.,혼란스러우시겠네요 무사히 나으시길 바랄게요.
이번에 건강검진을 받았는데 간도 안좋고 심장쪽도 안좋다고 해서 치료를 받아야 하나봐.,간과 심장 모두 좋지 않다니 걱정이시겠어요.
걔네가 공부를 안 해.,고민이 많으시겠네요.
친구 모습을 보고 왔는데 너무 슬퍼서 아무것도 할 수가 없어.,많이 다친 친구 모습을 잊지 못하시는군요.
친하게 지내던 친구가 갑자기 죽었는데 나를 필요로 할 때 도움을 주지 못해서 마음 아파.,그 친구분이 어떤 도움을 필요로 하셨는지요?
너무 여기저기 많이 썼어.,저축은 안 하셨나요?
친구의 언어적 표현들이 너무 거칠어서 그런 것 같아.,친구의 언어적 표현이 거칠군요.
공부와 내 취미를 병행해야겠어.,마음이 편해지길 바라요.
정년 후에도 할 수 있는 일에 대해 더 많이 생각해 봐야겠어. ,정년 후에 대해 계획을 세우실 생각이군요. 
내가 하고 싶은 일을 해야 할지 가족들을 위한 일을 해야 할지 고민이 되네.,이 상황을 어떻게 해결하면 좋을까요?
어떻게 하면 가정의 평화를 되찾을 수 있을지 고민이야.,그 고민을 해결하려면 어떻게 해야 할까요?
