P,S
코로나 때문에 이번 추석에 자녀들을 못 만나서 외롭네.,추석에 자녀들을 못 만나서 외로우신가 봅니다.
지난달에 뇌출혈 수술했는데 비용이 많이 나와 걱정이야.,가족들이 걱정이 참 많겠네요.
남자친구가 왜 화났는지 모르겠어.,영문을 모르시니 당황스러우시겠어요.
가족들이 나한테 공부만 열심히 하래.,공부만 하라고 하나요.
나는 아직 한창인데 노후 준비를 하라는 말을 들어서 당황스러워.,생각보다 일찍 듣게 된 노후 준비하라는 말에 놀라셨군요.
친한 친구가 갑자기 나를 때렸어.,친구가 갑자기 때렸나요.
요즘 아이들을 보고 있으면 참 불쌍한 것 같아.,왜 그런 마음이 드셨나요?
딸이 재수를 한다는데 어떠한 지원을 해줄 수 없어서 마음이 아파.,딸에게 지원을 해줄 수 없어 죄책감이 드시는군요.
아내의 투병생활로 나도 병원에 있는 지 오래됐어.,투병생활이 지속돼 병원에 오래있어 답답하겠어요.
연애하면서 바람피는 사람들 너무 혐오스러워.,그런 일을 겪으신거에요?
회사 동료가 우리 결혼식에 와서 난동을 부려서 너무 당황스러웠어.,결혼식 날 회사 동료의 난동으로 당황스러우셨겠어요.
회사에서 합격했다고 문자왔어.,와 잘됐네요.
직장 동료가 산 아파트가 오 억이나 올랐대.,그 지역의 부동산 가격이 급등했군요.
며느리 생일이라고 집에 불러서 밥을 먹이는데 반찬이 짜다고 하더라.,조금 더 자세하게 말씀해주시겠어요?
아 나는 분명 답을 다 맞게 썼는데 왜 이러지?,무슨 일인지 여쭤봐도 괜찮을까요?
친구들이랑 다퉜는데 반에서 따돌림을 당하고 있어.,저런 무슨 일로 다투게 되었나요?
동생 낳고 나서부터 엄마가 나를 소홀히 하는 것 같아.,어머니가 동생과 사용자님을 차별해서 속상하시겠어요.
딸이 옷을 너무 짧게 입고다녀서 걱정이야.,어떤 부분이 걱정되시나요?
나이는 계속 먹고 있는데 취직이 안 돼서 죽겠어.,취직하고 싶은데 잘 안 돼서 걱정이시군요.
건강에 좋다고 뱀이나 동물 먹는 사람들 보면 너무 짜증 나.,건강에 좋다고 뱀 같은 동물을 먹는 사람들을 보면 짜증 나는 이유가 있으신가요?
왜 싫으세요?,예전에 안그랬는데 밥을 너무 쩝쩝거리고 먹어서 불편해.
우리 나이에 편가르기 하면서 사람들 사이를 이간질 하는 사람을 보면 참 한심해.,그런 건 어릴 때라도 해서는 안되는 한심한 일인 것 같아요.
친구들이 다 나를 싫어하는 거 같아.,그런 기분이 들게 된 이유를 말씀해주시겠어요?
같은 반 친구가 질투나.,왜 질투가 나세요?
내가 혼자 벌기 때문에 수입이 한정적일 수밖에 없어.,명현님 혼자 일을 하시는군요.
뇌종양인데 아들한테 말을 못해 힘들어.,조금 더 자세히 말씀해 주시겠어요?
내가 언니한테 거짓말을 했어.,어떤 거짓말을 했나요?
아들이 갑자기 학교를 그만두고 싶다고 해서 순간 당황스럽고 너무 화가 났어.,아이가 그만둔다고 해서 많이 속상하셨군요.
직장 내 괴롭힘 금지법의 기준이 애매해서 회사 전체가 혼란스러워.,무엇이 회사를 혼란스럽게 하였나요?
우리 아빠는 장애인이야.,그게 큰 상관이 있나요.
나이를 먹으니 확실히 건강상태가 예전같지 않아.,그렇게 느끼시다니 안타까워요.
내가 한심해 죽겠네.,이유를 말씀해 주시겠어요?
취업 준비 기간이 너무 길어지는 것 같아.,취업 기간이 길어져서 마음이 불편하신가요?
내가 죽고 나면 내 아내는 내 연금과 정부 지원금으로만 생활해야 해.,사후 아내에 대한 걱정이 크신 것 같아요.
작년을 생각하면 정말 부끄러워.,무슨 일이 있으셨나요?
요즘 너무 큰 고민이 생겼어.,어떤 고민인지 말해주실 수 있나요?
날씨도 좋아서 여행 가고 싶은데 상황이 여의치 않네.,매우 답답하시겠어요.
자녀랑 싸웠는데 내 자신이 한심하게 느껴져.,자녀 문제로 힘드시겠어요.
내가 국어를 잘하는 줄 알았는데 막상 문제를 풀면 너무 어렵게 느껴져.,국어에 대한 자신감이 있었는데 실제로 문제가 잘 풀리지 않아 속상했겠군요.
노후 준비를 잘해서 지금도 여유로운 친구를 보면 부러워.,노후 준비를 잘해서 여유로운 친구가 부러우시군요.
친구가 사업 때문에 돈을 빌려달라고 했는데 내가 거절했더니 얼마 후 그 친구가 파산했대.,친구 분께서 파산하셨다니 죄책감이 드셔서 많이 힘드시겠어요.
지금부터 공무원 시험을 준비해야 할지 재수해서 더 좋은 대학을 가야 할지 모르겠어.,공무원 시험 준비와 재수 둘 중에 하나를 선택하기가 어려우셨군요.
남편이 언젠가부터 앞집 여자와 나를 비교해.,어떤 점을 비교하나요?
안 과장이 내게 여자보다 남자에게 더 관심이 간다고 해서 당황스러웠어.,어떤 부분이 당황스러웠나요?
친구가 일자리를 소개해준다는 걸 자존심에 계속 거절했어.,자존심 상하는 일로 고민하셨군요.
나는 너무너무 게으른 것 같아.,게으르다고 생각하게 된 계기가 있으시나요?
이전에는 나에게 관심도 없던 사람들이 내가 로또에 당첨됐다니 돈을 빌려달라고 연락을 해.,갑작스러운 사람들의 많은 관심과 연락에 많이 당황스러우셨겠어요.
남편이 나에게 숨기는 일이 많아져서 힘들어.,남편이 숨기는 일이 많아진 것 같아서 힘드시군요.
헉,코로나시국인데
연애를 하고있지만 외로워.,무슨 일 있으신가요?
요즘 죽음에 대해서 생각하면 눈물만 나고 외롭네.,죽음에 대한 생각 때문에 외로우시군요.
배드민턴 동호회에서 모임을 해서 참여를 했는데 그곳엔 친구라고 생각 할 만한 사람이 없는거같아.,제대로 된 친구가 없어서 고립된 느낌이 드시겠어요.
그건 사람마다 달라서그래.,사람마다요.
오늘 학교에서 부끄러운 일이 있었어.,무슨 일인지 자세히 물어봐도 될까요?
언제까지 야근해야 하는지.,계속 야근 중이신가요?
아들은 매일 밤 뭘 하는지 늦게 자고 매일 학교에 지각하는데 한심해.,아들이 밤에 늦게 자고 다음 날 지각하는 모습이 한심하게 느껴지시는군요.
친구들과 모처럼 즐겁게 여행을 다녀온 후 집에 있으려니 적막하네.,여행 후에 집에 있으려니 많이 외로우시겠어요.
죽음에 대해 너무 혐오스러워.,왜 그러세요?
내가 원하는 과와 부모님 그리고 선생님이 원하는 과가 전부 달라.,서로서로 원하는 과가 다 달라서 혼란스러웠겠어요.
일 할때 매번 나혼자 떠드는 기분이야.,외로우신가요?
얼마 전까지 헬스장도 다닐 정도로 건강하던 친구가 갑자기 쓰러졌대.,친구분의 소식으로 많이 당황스러우셨겠어요.
내일부터 문화센터 에어로빅반을 수강하기로 했어.,새로운 취미생활에 도전하시는군요.
오늘 내 친구들한테 당황했어.,왜 그러세요?
나는 청각장애인으로 화목한 가정에 있는데 남들의 시선으로 가족들이 나를 피해.,가족들이 남의 시선을 의식해서 스스로마저 그렇게 의식하실 수 있겠어요.
지인들이 모두 결혼해서 외로워.,지인들이 결혼해서 외로우시겠어요.
아내가 치매로 요양 병원에 있다는 소식을 들으니 혼자서 아무것도 할 수 없어 당황스러워.,아내분이 치매로 인해 요양 병원에 있다고 하니 너무 서글프셨겠어요.
학교에서 친구들에게 맞았어.,많이 맞으셨나요.
요즘 얼굴이 너무 보기 싫게 변하고 있어.,얼굴이 보기 싫게 변했다니 슬프겠어요.
친구가 내게 마음을 고백해서 당황스러운 마음에 매몰차게 거절했더니 마음이 너무 불편해.,본의 아니게 친구에게 매몰차게 대해서 마음이 좋지 않군요.
난 늙어서 천천히 걷는 것도 힘든데 젊은이들은 다들 빨리 빨리 걸어 다녀서 부럽네.,나는 걷는 것도 힘든데 젊은이들은 빨리 잘 걷는 모습에 충분히 괴로울 만하네요.
남편이 회사에서 안 좋은 일로 집에 와서 큰소리를 내서 남편이 싫어졌어.,큰소리를 내어서 화가나셨군요.
아내보기 부끄러워.,그렇게 생각하시는 이유가 있나요?
요즘 결혼 문화에서 신부가 친구들을 초대해서 하는 파티들이 진짜 혐오스러워,싫어하게 된 이유를 말해주실 수 있을까요?
직장 동료들이 내 뒤에서 수군거리는 것 같아.,동료들의 시선이 느껴지셔서 마음이 불편하시겠어요.
난 친구들 만나면 되게 의식된다?,신경이 쓰인다는 말인가요?
우리 부모님은 매일 싸워 혹시 친구들이 알게될까봐 걱정이야.,부모님 일이 알려질까봐 걱정이 되시는군요.
나이가 들어서 그런지 요즘 자꾸 여기저기 아프네. ,어디가 많이 불편하신가요?
오늘 부부 모임에 가서 정말 열등감이 느껴졌어.,부부 모임에서 무슨 일이 있으셨어요?
건강검진 결과가 나왔는데 콜레스테롤 수치가 너무 높아 평소 운동 안 해서 그런가 봐.,혈액 결과 검사가 안 좋으셔서 걱정되시겠어요.
중년의 나이에 건강이 안 좋아서 병원에 입원했어.,건강이 안 좋으신가요.
나 자신이 너무 부끄럽다.,무슨 일이 있으셨나요?
이렇게 한 부서를 다 바꾸는 건 처음이라 혼란스러워.,이런 상황을 벗어나기 위해 어떻게 하면 좋을까요?
번듯한 직장에 들어가 빨리 돈을 벌고 효도도 하고 싶은데 그러지 못하니 속상해.,마음과 달리 취업이 늦어져서 속상하시겠어요.
내가 돈이 제일 없는 것 같아.,고민이 많으시겠네요.
잠을 자거나 티브이를 봐.,그럼 기분이 나아지시나요?
무시당하는 것은 너무 슬픈 일이야.,어떻게 하면 상황을 해결할 수 있을까요?
친구가 부탁을 거절한게 섭섭해서 홧김에 비밀을 말하고 다녔는데 내가 어리석었던 것 같아.,그 친구에게 미안한 마음이 드는 것 같은데 그 친구에게 섭섭했던 감정에 대해 이야기 해보았나요?
힘들게 직장 다니고 남편과 열심히 저축을 해도 물가도 너무 오르고 장사도 안되고 너무 힘만 들어.,힘을 내세요.
너 말고 사람이 필요해.,죄송해요 제가 해드릴 수 없는 일이네요.
나는 용기를 내서 상담을 요청했는데 이번 일로 너무 힘들어.,지금 기분을 벗어나기 위해 해볼 일은 무엇이 있을까요?
내일 모레 칠십인데 이렇 마음가짐도 나쁘지 않은거 같아.,정말 괜찮은 마음가짐인거 같아요.
내가 집안일을 하는 것도 안 도와주더라고.,일은 안 하시나요?
모아놓은 돈이 너무 없어.,제 도움이 필요하면 언제든 말해주세요.
나랑 한 살차이 나는데 아직 너무 어린생각을 가지고 있는거같아.,동생이 철없이 행동할때마다 많이 답답하시겠어요.
"외근을 자주 하시는 분이라 그렇지는 않지만, 잠깐 얼굴이라도 마주치면 소름이 끼쳐.",자주는 아니셨지만 잠깐이라도 마주치면 힘드셨던 거군요.
벌써 건강 걱정하는 내 자신이 혐오스러워.,그런 생각을 하는 걸 싫어하시는군요.
은퇴 후면 나이가 꽤 있을 텐데 그때 새로운 일을 시작할 수 있을지 의문이야.,어떻게 하면 재취업할 수 있을까요?
요즘 식단 조절을 안하고 맘껏 먹었더니 그렇게 되었나봐.,관리를 안하셨나요?
분명 내가 모은 돈도 적은 건 아닌데 말이야.,어떻게 하면 열등감에서 벗어날 수 있을까요?
친구의 고통을 방관했던 내가 부끄럽고 한심해.,학교 폭력 당하는 친구에 대해서 어떻게 하면 좋을까요?
친구들이 환갑이 넘으니 질환으로 건강을 잃더라.,건강을 지키는 방법은 없을까요?
돈도 없고 내세울 것도 없어서 주변 사람들이랑 비교되서 힘드네.,그러셨군요 힘내세요.
자식들이 아직 어린데 내가 이렇게 아프면 되나 싶어.,자식들도 이해해주시지 않을까요?
사실 내가 장난을 좀 심하게 쳤거든 친구가 기분이 너무 나쁘다고 화를 내서 너무 미안해,장난을 심하게 해서 친구분께 미안하시군요
축구 연습에 빠지지 않아야겠어.,축구 연습을 열심히 하실 생각이시군요.
오늘은 속상해서 소주 한잔해야겠어.,술을 한 잔 즐기고 싶은가 봐요.
내가 회사에서 퇴사한지 꽤 오래 됐는데 아직도 돈을 흥청망청 써.,많이 걱정되시겠네요.
애들한테 말을 걸어도 답해주지 않고 나한테 아무도 말을 걸지 않아.,이 상황을 변화시키기 위해서 시도해 볼 수 있는 일들이 어떤 것이 있을까요?
담임선생님은 재수를 권하시는데 집에서는 일단 대학을 가라고 하네.,대학진로 결정에 혼란이 많으시네요.
여러 회사에 지원해봐야겠지.,직장을 꼭 구하셨으면 좋겠어요.
수습 기간 삼 개월 동안 월급 팔십 프로만 주는 건 알고 있었는데 계산해 보니까 원래 받기로 한 금액보다 돈이 적어.,약속했던 급여가 아니라 당황스러우시군요.
공부 잘 한다고 날 무시하니 화도 나고 당황스러워.,지금 이 기분에서 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?
선생님들의 그런 태도를 어떻게 하면 고칠 수 있을지 고민이야.,어떻게 하면 선생님들의 태도가 바뀔 수 있을까요?
내가 이렇게 살 거라고는 생각도 못했는데 속상하고 눈물만 났지.,어떤 것이 슬픔을 덜 느끼는데 도움이 될까요?
기존에 확인받았던 기안서인데 걸 반려했다고 하니 나는 혼란스럽지.,어떻게 하면 혼란스러움을 줄여볼 수 있을까요?
생각보다 높은 연봉에 흔들렸어.,높은 연봉과 이직 중 어떤 것을 택하고 싶으세요?
우리 아내가 출산날이 다음달인줄 알았는데 이번달이라네.,출산날을 잘못알아서 당황하셨군요.
내가 뭘 잘못했는진 모르겠지만 날 안 좋아하는 것 같아.,가족들과의 관계가 잘 풀려 나가기를 바랄게요.
고맙지만 나는 나를 보살펴줄 친구가 필요해.,좋은 동료를 만나실 수 있으실 거예요 걱정 마세요.
한창 좋을 때에 부모 병간호하겠다고 헤어진 걸 생각하면 가슴이 너무 아파.,이런 상황에서 뭔가 할 수 있는 게 없을까요?
그 친구가 동성애자인 거 있지? 너무 혐오스러워,친구분이 동성애자라서 혐오스러우신가보군요.
조용한 데다가 소리도 엄청 커서 더 인상적이었어.,휴대폰을 진동으로 안 해놓았었나 봐요.
응 그런데 다른사람들이나 자식들이 어찌 생각할런지 싶어서 가까이 가지를 못하겠어.,좋게 생각할거예요 가깝게 잘 지내시면 좋을듯해요.
아프고 늙으니 외로운 감정이 계속 들어.,몸이 힘들어서 그러신것 같아요.
날 원망하면 어쩌지?,걱정하는 마음을 모두 알고 계실거예요.
주변사람들을 계속 의식하는것 같아.,타인의 시선이 의식 된다는 말씀 이세요?
대인관계가 원만하지 않아.,제가 항상 응원할게요.
다른 사람이 나를 보고 자꾸 이상하게 생각할것 같아.,왜 그렇게 느끼세요?
이번에 파혼해서 그래.,제 도움이 필요하면 언제든 말해주세요.
놀라긴 했는데 내가 잘못한 게 맞으니깐.,예전에도 이런 일이 있으셨나요?
입사동기 김팀장은 10억을 모았다는데 난 여지껏 뭐하고 산걸까?,다른 사람과 자신을 비교하지 마세요.
그래가지고 학교생활은 제대로 할런지 걱정이야,아이들에겐 다양한 모습이 있죠 아이의 상황을 존중해주고 기다려주는건 어때요?
아무 증상이 없었는데 뇌에 종양이 발견되었대.,저런 많이 놀라셨겠어요.
잘 생각해보면 뭐라도 나올꺼야.,부디 꼭 찿으시길 바랄게요.
너무 갑작스러운 일이라 무척 당황스럽고 한동안 멍하니 정신 나간 모습이었지.,죽음은 어느 순간에도 받아들이기 힘든 것 같아요.
코로나 때문인데 너무 고립된 기분이 들어.,어떻게하면 그 기분을 잊을 수 있을까요?
남들이 나보다 훨씬 잘 버는 것 같아.,돈에 대해 비교가 되나봐요.
내가 너무 초라하고 꾸미지 않아서 창피해하는거 같아.,그렇군요 주변 시선을 신경쓰지 않고 잘 지내실수 있을거에요.
친구가 왜 밥을 사주겠다는 건지 모르겠어.,친구의 말에 대해 어떻게 생각하시나요?
도대체 어떻게 입사 시험을 통과했는지 의문스러울 정도야.,동료 때문에 스트레스 받으시면 앞으로도 힘드실텐데 어떻게 하실 생각이세요?
죽음은 너무 혐오스러운 것 같아.,고민이 많으시겠어요.
주변에서 관리하자고 할때 말 좀 듣지.,건강관리하고있으시군요.
내가 그때 조금이라도 더 신경 써서 냈어야 했는데 후회가 돼.,지금 이 기분이 나아지려면 어떻게 하는 것이 좋을까요?
친구 소개로 만난 사람인데 주변 사람들이 왜 그를 싫어하는지 그 이유를 알 수가 없어.,이런 상황에서 할 수 있는 것에는 무엇이 있을까요?
남들이 돈 적다고 할까봐 그래.,제 도움이 필요하면 언제든 말해주세요.
약 먹었는데도 아파.,병원엔 가보셨나요?
보상을 주어야겠어.,효과가 있으면 좋겠어요.
잔고 상황이 넉넉치 않아.,돈 때문에 속상하시겠네요.
나때문인 것 같아서 죄책감이 들어.,본인때문인 것 같아 죄책감이 드시는군요.
앞으로 우리 가족 생계를 어떻게 책임질지가 걱정이야.,어떻게 하면 생활하는 데에 있어서 경제적 지장이 없을까요?
자식들이 없는 게 죄는 아니잖아.,그저 이야기할 거리가 많이 없으니 그러시는 걸 거예요.
의식없는 상태로 연명하는 것을 보니 그런 생각이 드네.,의식이 없는 모습에 더욱 마음이 좋지 않으시군요.
화도 나지만 아들이 준 용돈으로 구매한 거라 아들에게 정말 미안해.,아드님이 아버지 건강을 위해 준 돈인데 사기로 잃어버리게 되어 죄책감이 드시는군요.
저녁에 만나서 영화 볼 예정인데  장르를 어떤 걸 보면 좋을까?,추천한다면 액션이나 코미디 쪽은 어떠실까요?
끝까지 재산을 갖고 있어야 됐는데 자녀들이 안 좋으니까 내 돈을 다 나눠준 거야.,어떻게 하면 지금의 상황을 변화시킬 수 있을까요?
긴장하면 목소리가 떨리는데 저번 학기 때 친구들이 그걸로 놀린 적도 있어.,가창시험을 볼 때 덜 긴장하려면 어떻게 해야할까요?
저번 달에 은퇴했어.,다른 취미는 없나요?
나이가 들어서 보니까 젊음 그 자체가 좋기도 하고 무엇보다 건강하잖아. ,건강에 대해 걱정이 있으신가요?
그렇게 큰 무대에 처음 서보니까 사람들의 시선이 너무 의식되니까 긴장도 되고.,다음 번에 그런 상황에서 어떻게 하면 잘 대처할 수 있을까요?
알건 다 안다고 생각하는데 이건 너무 억지스러운 것 같아.,많은걸 알게 되는 나이는 참 혼란스러운 시기인것 같네요.
결혼에 어려움이 있으신가요?,결혼 근처 까지가면 항상 헤어져.
스케줄을 내가 잘못 알리가 없는데 지금 출근을 하라니 당황스러워.,예전에 이런 일이 있을 때 어떻게 대처하셨어요?
엄마가 좋아하는 꽃을 사다 드리는 게 좋을 것 같아.,어머니께서 좋아하시겠네요.
대학원 가서 공부를 더 하고 싶은데 그러기엔 나 때문에 대학 포기하고 취업해서 돈 버느라 고생한 언니한테 너무 미안해.,언니에게 미안한 마음과 공부하고 싶은 욕심 때문에 많이 힘드시겠어요.
똑같이 일한것 같은데 내 자신이 너무 한심해져.,비록 지금은 그렇더라도 곧 좋은 소식이 있을거에요.
월급을 적당히 준다고 생각하는데 직원은 부족하다고 생각하는거 같아,직원들과 대화를 통해서 한번 슬기롭게 해결 하시는게 어떨까요
나를 인정해 주시는 직장을 천천히 찾아 볼예정이야.,좋은생각이네요 그게 좋겠어요.
나에게 이야기를 해줘야 알텐데 걔 마음을 도대체 모르겠어.,친구분의 마음을 알 수 있는 방법이 없을까요?
내가 남을 의식하면서 돈을 벌더라고.,그에 대한 고민이 많으시겠어요.
집에서 논다고 사람들이 뒤에서 욕할까 봐 나도 모르게 거짓말을 했어.,거짓말을 하지 않고 그런 상황에서 어떻게 하는 것이 가장 좋은 방법일까요?
친구한테 거짓말을 해버렸어.,친구한테 고민이 많으시겠어요.
하고 싶은 진로가 특이하거든 애들이 놀릴까봐.,아 친구들이 희망진로를 보고 놀릴까봐 그러시군요.
그게 고민인데 이실직고 했다간 진짜 크게 혼날 것 같아.,동생이 대신 혼난적이 또 있나요?
아파서 병원에 누워 있는 내 자신이 한심해.,병원에 입원해 계시니 그런 생각을 하시는군요.
내 돈이 다 어디로 간거지?,통장에 돈이없어 당황하지 않도록 항상 대비해야겠어요.
중요한 업무이지만 혼내면 너무 위축되지 않을까 싶어.,이전에는 어떻게 대처하셨어요?
공부에 소질이 없다고 느껴.,어떤 공부를 하고 싶으세요?
고등학생인데 부모님 말씀을 안 들어서.,힘내시길 바라요.
돈이 너무 안 모여.,돈에 대한 고민이 많으시겠어요.
본부 임원인지 모르고 부하직원처럼 막말을 했네.,어떻게 대처하셨어요?
사무실에 들어서니 갑자기 나에게 박수를 치는거야,뭐 축하 받을일이 있으신것 같군요
일을 못하니까 수입이 없어.,수입이 없으셔서 힘드시겠어요.
원래 어느 정도 알고 있는 이야기이긴 했지만 이렇게 진짜 떠난다고 하니 당황스럽네.,여자친구분을 떠나보낼 생각에 정말 속상하시겠어요.
이제부터 누구한테 고민 상담을 할지 고민이 많아.,고민을 풀 수 있는 다른 곳은 없나요?
평소 아껴오던 친구가 나한테 선물을 줬어.,선물을 받으셔서 기쁘실 것 같아요.
그동안 내 노후만 준비하느라 나중에 아이들에게 물려줄 재산 하나 마련하지 못했어.,노후의 자녀 문제 때문에 고민이 많이 되시나 봐요.
이 많은 약을 다 먹어도 되는 걸까?,어떻게 하고 싶으신가요?
물론 나도 힘들지만 날 뒷바라지 해주신 부모님께 너무 죄송해서 그게 더 힘들어.,죄책감이 들어 얼마나 마음이 힘드실까요.
직장에서일을해야지,그렇다
왜 내 딸이 그런 애랑 친구가 된 건지 모르겠네.,이 상황을 어떻게 해결해야 좋을까요?
나 때문에 큰 결정을 하게 된 것 같아서 사과하고 싶어.,친구한테 뭐라고 사과해야 좋을까요?
솔직히 자기 아내를 더 챙겨야 하는 것 아니야?,어떻게 하면 기분이 좀 나아질까요?
일단 서류를 집으로 가져와서 재택근무를 해야겠어.,재택근무를 통해 업무가 원활하게 처리되길 바랍니다.
전혀 나와 애인은 아직 어리거든.,그럼 프로포즈를 하신 분에게 어떻게 대답할 생각이세요?
나한테만 상사가 일을 시켜서 상사가 너무 증오스러워.,상사가 일을 본인한테만 시키는군요.
예습을 위주로 공부하는 편이야.,복습은 안 하시나요?
아직도 자기 일을 제대로 못 해.,제 도움이 필요하면 언제든 말해주세요.
무인도에 고립된 기분이야.,제가 항상 응원할게요.
놀란 것보다는 내 편지를 뺏어가서 읽었다는 것에 화가 나.,그대로 있으면 화만 더 나지 않을까요?
내가 이 병이 걸리고 싶어서 걸린 것도 아니고 진짜 너무 속상해.,그러면 어떻게 하는 것이 좋을까요?
아내에게 미안했지만 마치 내가 범죄자가 된듯한 느낌이었어.,사람들의 생각이 신경 쓰여서 마음이 편하지 않겠어요.
아이들이 싫어하는 농담을 할 때도 있어.,그럴 땐 싫기도 하고 부끄럽기도 하겠네요.
나는 좋은 의도로 이야기 했는데 상대방이 오해를 하고 화를 내지 뭐야.,오해를 받아서 많이 속상하시겠어요.
기분 탓일 수도 어떻게 다가가야 할지 고민스럽네.,어떻게 대화를 해야 할지 몰라 난감한 것 같아요.
쉰살이라 늦었지만 지금부터라도 절약 할려고 해.,그거 좋은 생각 같아요.
퇴직 할 때까지도 연금 제도조차 제대로 모르고 있었던 것이 부끄러워.,모르고 있었던 것을 배울 수 있는 방법이 없을까요?
집사람이랑 합방 안 한 지 육 개월이 넘었는데도 요즘도 날 피하려고만 하네.,부인이랑 대화는 좀 해보셨나요? 
응 서로 등 두들겨 가며 일했던 시절이 그리워 이제는 너무 외롭네.,활기차던 지난 시절이 많이 그리우신가봐요.
열심히 응원해줬는데 성적이 떨어졌어.,가족한테 미안한 감정이 들겠네요.
아니 그럴 수도 있지라고 말해서 너무 미안해서 고개를 못들겠더라.,친구의 배려심에 더 미안해지신거군요?
넘어지는 소리가 너무 커서 내가 의도한 재미없고 시선만 끓었어.,그런 상황에서 할 만한 일들이 뭐가 있을까요?
내가 더 열심히 해서 승진했어야 했는데.,어떻게 해야 가족들에게 미안한 마음을 덜 수 있을까요?
무시 받는 기분이 들어서 기분이 나빠.,예전에 이런 일이 있을 때 어떻게 대처하셨나요?
내가 이룬 것이 그동안 아무 것도 없다고 생각이 드니까 좀 당황스럽네.,당황스러운 감정을 전환시킬만한 과거의 경험들이 있을까요?
나는 아직 젊다고 생각했거든.,주변 사람들이 다 준비를 하던가요?
이런 나 자신이 너무 한심해.,어떻게 하면 상황이 나아질 수 있을까요?
별일도 아닌데 왜 소리를 지르는지 모르겠어,별일도 아닌데 소리를 지르는지 물어보셨어요?
박 과장님께 너무 죄송스러워.,그 마음 충분히 이해돼요.
내가 친구에게 실수를 했어.,잘 이겨내실거라 믿어요.
친구들은 부모님랑 놀러다니는데 할머니랑 다니는 게 창피하고 숨기고 싶어 하는 것 같아.,지금 상황을 극복할 수 있는 방법은 무엇이 있을까요?
아내가 몇 번씩이나 말을 반복해서 당황스럽지만 혹시나 아내가 상처받을까 두려워 아무 말도 못 하고 있어.,이 상황에서 어떻게 하는 것이 가장 좋은 방법일까요?
어느새 이렇게 늙어버렸는지 생각하면 한숨만 나와.,지금의 기분에서 벗어나기 위해 무언가 할 수 있는 일이 있을까요?
친구들과 만나 이야기하면서 푸는 편이야.,좋은 스트레스 해소법이네요!
만나도 항상 자기가 하고 싶은 거 하는데 나보고 계획도 안 세워온다고 해.,여자친구가 본인이 하고 싶은 걸 해서 맞춰주기가 어렵다는 말씀 같아요.
응 마시지도 못하는 술 왜이렇게 많이 마셔서 늦게 들어온느지 모르겠어 한심해.,진지하게 대화를 나눠 보세요 .
그 애가 안 받아줘.,만약 그 친구라면 어떻게 해주길 원할까요?
왜 승진시험을 제대로 못 보는지 너무 답답해.,아내분와 허심탄회하게 이야기하시면 기분이 좀 풀리실까요?
집에 있으면 무인도에 떨어진 기분이야.,제 도움이 필요하면 언제든 말해주세요.
일을 잘하든지 못하든지 자기 비위만 잘 맞추면 좋아해서 그게 못 견디겠어.,비위 맞추기가 힘들어 보이시네요.
별거 아닌 일로 크게 싸우시니 황당하더라.,그래도 많이 놀라셨겠네요.
나도 잘 모르겠지만 갑자기 찾아온다고 하더라구.,그런 감정을 느끼는 사람이 주변이 많던가요?
일단 내가 안 건강하면 남들이 힘들어.,건강 면에서 남 시선이 신경쓰이나봐요.
그래서 언니한테 얘기했더니 별로 신경도 안 써서 짜증났어.,짜증나는 감정에서 벗어나기 위해 무엇을 하면 좋을까요?
그래서 집주인한테 전화를 했더니 당장 와보더라고.,집주인이 와서 어떻게 하던가요?
친구들 앞에서 소개하기 창피해.,어떻게 하면 상황이 나아질 수 있을까요?
원래 이 정도 아니었는데 요즘 따라 너무 심한 것 같아.,어떻게 해결하면 좋을까요?
미리 공지 받은 내용도 없으니 좋은 일인지 나쁜 일인지도 모르지.,이럴 때는 어떻게 대처해야 할까요?
나는 남들의 시선과 기대에 지고 싶지 않아서 사실을 과장해서 말하는 버릇이 있어 고민이야.,남들에게 사실을 과장해서 말하는 것을 해결하기 위해 무언가 할 수 있는 일이 있을까요?
경찰에게 말하면 일이 커질 것 같아.,어떻게 하는 것이 좋은 방법일까요?
직장 상사가 집안일과 아이는 당연히 여자가 해야 한다고 말하는 거야.,함께 할 일인데 당연히 여자의 몫이라고 해서 기분이 상했군요.
노인정 사람들 보면 너무 부럽고 내 자신이 초라하게 느껴져서 그게 더 싫어.,어떻게 하면 남들이 부럽고 스스로가 초라한 자신을 극복할 수 있을까요?
무슨 일이든 대꾸하면 안되고 알겠다고만 해야 하는 사람이야.,강압적인 직장 상사 때문에 힘드시군요.
이번달 지출이 너무 컸어.,지출에 대한 고민이 많으시겠어요.
남는 사람이 돕는 게 맞는 건데 열등감을 느끼니 속상해.,어떻게 해야 속상한 사용자님의 마음이 풀릴까요?
이제부터 열심히 공부 해야겠어.,좋은 생각이예요.
친해지려고 아재 개그를 했는데 분위기가 더 어색해졌어.,아재 개그가 분위기를 어색하게 만들었군요.
두 가지를 다 신경쓰자니 머리만 아파질 것 같아.,어떻게 하면 좋은 모의고사 성적을 바탕으로 내신을 준비할 수 있을까요?
나도 충분히 고령자인데 나보다 더 나이 많은 사람이 뭐라고 할까봐 눈치보여.,혹시 노약좌석에 대한 안 좋은 기억이 있으셔서 눈치보시는 걸까요?
